x = -15.0917	
0.126257	
0.155332	
y = 0.289619	
f_calls = 200001
g_calls = 200001
Exit flag: -2

Accuracy: 85	
57	68	1	0.935077
86	87	1	0.999907
86	46	1	0.948416
71	25	0	0.0958478
75	77	1	0.998235
84	53	1	0.976941
89	93	1	0.999975
68	96	1	0.999776
50	34	0	0.0293795
90	92	1	0.999974
53	87	1	0.994022
40	49	0	0.0808964
40	68	1	0.627398
28	56	0	0.05427
97	88	1	0.99998
35	35	0	0.00529252
59	80	1	0.991706
29	75	0	0.554673
44	30	0	0.00756594
54	73	1	0.955439
22	77	0	0.412519
53	48	1	0.280047
66	42	1	0.441548
26	87	0	0.846158
43	67	1	0.677981
70	62	1	0.966971
100	96	1	0.999996
64	56	1	0.843862
79	82	1	0.99951
48	91	1	0.993963
82	79	1	0.999465
44	52	1	0.188588
50	45	1	0.143197
95	53	1	0.994149
28	45	0	0.010286
37	38	0	0.0107968
71	81	1	0.998429
26	34	0	0.00146009
75	54	1	0.940778
35	98	1	0.989541
23	49	0	0.0101851
87	99	1	0.999987
92	76	1	0.999759
37	71	1	0.647552
45	74	1	0.889372
42	59	1	0.348781
31	45	0	0.0149517
47	52	1	0.253423
68	66	1	0.976923
76	49	1	0.892353
86	51	1	0.975594
60	93	1	0.999022
33	70	0	0.486988
56	37	1	0.0932904
78	25	0	0.204169
51	71	1	0.91497
40	99	1	0.99521
36	55	0	0.11886
51	38	1	0.0600835
46	100	1	0.998072
36	49	0	0.050438
38	56	0	0.168623
96	46	1	0.984845
97	26	0	0.767414
95	21	0	0.541056
54	34	0	0.0477607
34	87	1	0.937896
94	25	0	0.659185
65	27	0	0.0634998
97	82	1	0.999949
51	98	1	0.9986
37	63	0	0.346524
77	93	1	0.999886
31	52	0	0.0430849
59	60	1	0.842546
35	72	0	0.625068
81	42	1	0.840099
83	67	1	0.996966
77	75	1	0.99813
21	28	0	0.000306169
59	82	1	0.993908
52	66	1	0.848834
93	90	1	0.999976
65	28	0	0.0733876
45	85	1	0.977968
78	85	1	0.999651
50	62	1	0.700913
91	71	1	0.999405
80	36	1	0.645821
93	61	1	0.997818
82	37	1	0.732739
98	33	1	0.917386
43	57	1	0.308145
38	67	1	0.528277
56	26	0	0.0182934
46	98	1	0.997371
34	86	1	0.928209
52	92	1	0.996872
82	100	1	0.999979
74	87	1	0.999576
